Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Same As Day
2956,26/5/2014,8,10,14,17,34,37,32,,4,2,2,4,2,2,0,2,0,1,621686,5,48982,166,1476,388,632,8813,30,10201,20,,,
2957,29/5/2014,17,19,38,40,41,42,28,17,2,4,3,3,0,2,0,2,2,0,0,3,83881,159,1583,360,699,7105,30,9330,20,,,
2958,2/6/2014,9,19,23,35,39,45,41,19,2,4,6,0,1,1,1,2,1,0,0,6,68170,327,1251,700,585,15488,30,17460,20,,,
2959,5/6/2014,11,13,18,19,20,36,15,19,5,1,3,3,0,5,0,1,0,1,3224963,14,43556,533,1145,1408,434,23169,30,32463,20,,,
2960,9/6/2014,10,12,14,26,33,40,6,,3,3,1,5,1,2,1,2,0,0,0,8,33562,241,1115,737,365,9807,30,20100,20,,,
2961,12/6/2014,8,13,29,31,39,40,21,40,2,4,4,2,1,1,1,3,0,0,0,6,66032,235,1686,736,539,13136,30,18705,20,,,
2962,16/6/2014,1,19,22,31,34,44,43,31,3,3,3,3,1,1,1,2,1,1,3230567,10,60797,389,1563,954,638,19693,30,27085,20,,,
2963,19/6/2014,4,7,11,27,39,43,37,,3,3,5,1,2,1,1,1,1,1,640561,14,18025,272,928,656,385,12020,30,13915,20,,,
2964,23/6/2014,4,29,30,35,37,38,10,4,1,5,3,3,1,0,2,3,0,0,0,3,87155,154,1698,392,667,6877,30,11213,20,,,
2965,26/6/2014,17,25,29,34,39,44,38,29,1,5,4,2,0,1,2,2,1,1,1619969,7,53816,235,1603,508,742,11205,30,14242,20,,,
2966,30/6/2014,2,9,11,12,22,37,26,,5,1,3,3,2,2,1,1,0,2,335781,8,33070,339,781,775,342,14187,30,17410,20,,,
2967,3/7/2014,8,24,26,28,40,43,29,,1,5,1,5,1,0,3,1,1,1,644725,3,84661,172,1477,431,590,8405,30,11520,20,,,
2968,7/7/2014,9,21,29,38,44,45,10,,2,4,4,2,1,0,2,1,2,0,0,7,38162,130,2055,399,670,8084,30,11614,20,,,
2969,10/7/2014,5,11,16,32,37,43,15,,3,3,4,2,1,2,0,2,1,2,824504,6,63747,296,1293,683,560,13020,30,19886,20,,,
2970,14/7/2014,2,3,6,19,23,24,31,,4,2,3,3,3,1,2,0,0,6,114636,7,38708,367,739,801,339,15482,30,17218,20,,,
2971,17/7/2014,6,11,20,28,35,38,34,6,3,3,2,4,1,2,1,2,0,0,0,2,130910,201,1303,358,732,9115,30,10132,20,,,
2972,21/7/2014,21,22,25,32,33,36,40,,2,4,3,3,0,0,3,3,0,2,839405,11,36321,360,1110,710,563,15915,30,17100,20,,,
2973,24/7/2014,1,5,16,34,38,45,13,,3,3,3,3,2,1,0,2,1,1,651117,8,32063,155,1655,483,532,7665,30,11332,20,,,
2974,28/7/2014,11,12,16,22,23,27,10,16,4,2,3,3,0,3,3,0,0,2,375822,14,21151,312,950,1101,269,14295,30,21730,20,,,
2975,1/8/2014,3,17,37,40,41,42,15,,2,4,4,2,1,1,0,2,2,2,2504965,20,61257,885,1385,2254,544,41806,30,54633,20,,,
2976,4/8/2014,3,7,18,30,37,44,17,"3,37",3,3,3,3,2,1,1,1,1,0,0,9,28925,220,1184,687,379,10878,30,14359,20,,,
2977,7/8/2014,3,4,8,17,19,33,9,3,5,1,4,2,3,2,0,1,0,1,1687597,22,18386,362,1118,2095,194,18007,30,47840,20,,,
2978,11/8/2014,1,7,9,24,25,31,28,,3,3,5,1,3,0,2,1,0,2,364593,13,22097,314,915,860,335,14117,30,20891,20,,,
2979,14/8/2014,15,16,19,32,34,44,41,,3,3,2,4,0,3,0,2,1,0,0,5,53544,118,2269,400,670,7170,30,10064,20,,,
2980,18/8/2014,16,18,19,21,37,39,32,"16,19",4,2,4,2,0,3,1,2,0,2,868456,9,46280,310,1344,676,617,14015,30,16930,20,,,
2981,21/8/2014,3,4,16,18,19,42,13,"16,18,19",5,1,2,4,2,3,0,0,1,1,667079,4,65698,186,1413,446,590,9015,30,12329,20,,,
2982,25/8/2014,10,11,14,20,40,42,8,42,4,2,1,5,1,3,0,1,1,2,344757,6,45272,238,1142,879,310,10926,30,21035,20,,,
2983,28/8/2014,13,19,20,24,39,43,17,20,3,3,4,2,0,3,1,1,1,0,0,3,85629,142,1810,338,761,7327,30,10902,20,,,
2984,1/9/2014,4,9,32,37,40,44,10,,2,4,2,4,2,0,0,3,1,2,819487,7,55539,246,1581,742,524,12879,30,18166,20,,,
2985,4/9/2014,15,16,17,27,31,42,30,,3,3,4,2,0,3,1,1,1,0,0,4,63182,180,1405,409,618,8119,30,11233,20,,,
2986,8/9/2014,3,14,22,30,37,42,41,42,3,3,2,4,1,1,2,1,1,1,1636531,17,23058,227,1727,645,608,11101,30,15977,20,,,
2987,11/9/2014,2,13,18,19,33,36,23,,4,2,3,3,1,3,0,2,0,1,643822,2,126814,180,1410,519,489,8725,30,14112,20,,,
2988,15/9/2014,5,6,14,22,30,39,18,,4,2,2,4,2,1,2,1,0,0,0,5,52186,241,1083,540,484,11611,30,13607,20,,,
2989,18/9/2014,2,6,10,20,21,23,42,6,5,1,2,4,3,1,2,0,0,2,780962,4,88594,389,911,566,627,17301,30,15074,20,,,
2990,22/9/2014,9,17,18,27,29,36,31,,3,3,4,2,1,2,2,1,0,2,327955,11,23490,402,643,583,444,13487,30,13876,20,,,
2991,25/9/2014,12,15,21,26,29,36,7,"29,36",3,3,3,3,0,2,3,1,0,0,0,9,27544,187,1326,618,402,8832,30,14906,20,,,
2992,29/9/2014,8,13,21,22,28,37,12,21,4,2,3,3,1,1,3,1,0,0,0,11,34364,339,1116,898,421,15289,30,23420,20,,,
2993,2/10/2014,1,6,26,40,41,45,10,,2,4,3,3,2,0,1,1,2,1,3023700,12,47106,393,1439,1412,401,20267,30,34518,20,,,
2994,6/10/2014,5,12,13,25,33,34,45,,3,3,4,2,1,2,1,2,0,0,0,6,49540,214,1389,466,638,11441,30,12899,20,,,
2995,9/10/2014,11,12,25,28,34,47,15,"12,25,34",2,4,3,3,0,2,2,1,1,1,2085106,1,280122,95,2028,239,440,5400,50,7553,25,102478,10,
2996,13/10/2014,19,28,31,43,45,48,41,28,1,5,4,2,0,1,1,1,3,0,0,1,216057,61,2436,108,751,3414,50,4846,25,69704,10,
2997,16/10/2014,4,9,31,34,40,44,35,31,2,4,2,4,2,0,0,3,1,0,0,2,119110,83,1974,216,414,5635,50,5731,25,90370,10,
2998,20/10/2014,8,11,17,21,41,49,35,,4,2,5,1,1,2,1,0,2,1,3803159,3,115464,166,1435,350,372,8404,50,9021,25,148908,10,
2999,23/10/2014,5,22,25,28,33,34,32,,2,4,3,3,1,0,3,2,0,0,0,0,0,64,2162,178,424,4705,50,5774,25,81579,10,
3000,27/10/2014,5,20,27,38,42,44,41,5,2,4,2,4,1,1,1,1,2,0,0,1,455390,92,1900,199,480,4967,50,5927,25,95542,10,
3001,30/10/2014,12,19,26,42,45,46,23,42,2,4,2,4,0,2,1,0,3,1,3712096,0,0,121,1853,288,425,6012,50,8760,25,113081,10,
3002,3/11/2014,31,32,38,39,40,47,7,,0,6,3,3,0,0,0,5,1,0,0,4,135849,81,1845,184,443,3530,50,5164,25,63863,10,
3003,6/11/2014,2,22,24,38,46,47,9,"38,47",3,3,1,5,1,0,2,1,2,0,0,3,84424,55,3166,192,495,3824,50,5943,25,77852,10,
3004,10/11/2014,2,16,19,29,33,42,34,2,3,3,3,3,1,2,1,1,1,0,0,3,117281,145,1669,286,462,6671,50,8275,25,126240,10,
3005,13/11/2014,9,15,17,23,27,49,3,,4,2,6,0,1,2,2,0,1,1,6410229,8,65890,290,1250,681,291,12558,50,18777,25,222901,10,
3006,17/11/2014,2,10,11,15,40,46,8,15,4,2,2,4,2,2,0,1,1,0,0,2,110596,90,1690,317,262,4378,50,9370,25,86466,10,
3007,20/11/2014,2,3,5,19,25,36,16,2,4,2,4,2,3,1,1,1,0,0,0,11,23758,146,1231,445,221,7346,50,9266,25,123668,10,
3008,24/11/2014,4,6,14,20,36,43,35,36,4,2,1,5,2,2,0,1,1,0,0,8,43349,176,1355,430,303,8716,50,10660,25,147735,10,
3009,27/11/2014,5,9,18,28,44,49,24,,3,3,3,3,2,1,1,0,2,0,0,3,2273867,201,1715,558,337,11733,50,15486,25,211913,10,
3010,1/12/2014,1,6,7,23,30,45,16,,4,2,4,2,3,0,2,0,1,0,0,5,52670,185,979,462,214,9267,50,10695,25,141206,10,
3011,4/12/2014,10,17,24,31,37,40,35,,3,3,3,3,1,1,1,3,0,1,2612587,2,143336,119,1657,258,417,6490,50,7472,25,114489,10,
3012,8/12/2014,17,21,28,29,39,47,46,17,2,4,5,1,0,1,3,1,1,0,0,1,228397,58,2708,186,461,4047,50,4674,25,78909,10,
3013,11/12/2014,19,26,33,37,38,40,12,,1,5,3,3,0,1,1,4,0,1,2332277,3,87537,77,2345,334,295,4830,50,8804,25,88444,10,
3014,15/12/2014,5,12,16,22,26,46,23,26,4,2,1,5,1,2,2,0,1,0,0,1,219249,97,1554,267,308,5541,50,7409,25,96007,10,
3015,18/12/2014,9,11,13,21,27,30,42,,4,2,5,1,1,2,3,0,0,1,2285963,1,262007,235,767,373,264,10172,50,9079,25,149334,10,
3016,22/12/2014,5,10,19,32,38,44,12,,3,3,2,4,2,1,0,2,1,0,0,2,110628,72,2113,242,343,4500,50,8281,25,83535,10,
3017,25/12/2014,1,5,15,24,25,42,46,5,4,2,4,2,2,1,2,0,1,1,2300345,2,131515,214,846,229,431,9141,50,6115,25,137043,10,
3018,29/12/2014,1,4,27,42,44,47,18,"1,42",2,4,3,3,2,0,1,0,3,0,0,1,219930,71,2130,184,449,3722,50,4994,25,69300,10,
3019,1/1/2015,1,4,18,31,48,49,21,"1,4",3,3,3,3,2,1,0,1,2,1,2414115,2,144153,121,1639,277,391,5904,50,7801,25,112138,10,
3020,5/1/2015,1,22,27,34,35,37,20,1,2,4,4,2,1,0,2,3,0,0,0,0,0,76,1997,189,438,3732,50,5298,25,72601,10,
3021,8/1/2015,5,7,9,15,34,38,21,34,4,2,4,2,3,1,0,2,0,1,2318625,2,244066,190,968,342,294,7973,50,10083,25,136200,10,
3022,12/1/2015,25,32,41,43,47,48,7,,0,6,4,2,0,0,1,1,4,0,0,2,107522,76,1946,144,560,3295,50,4743,25,62580,10,
3023,15/1/2015,2,3,9,16,33,37,46,,4,2,4,2,3,1,0,2,0,0,0,1,262285,112,1610,188,524,6362,50,5726,25,120123,10,
3024,19/1/2015,21,24,25,31,33,36,13,33,2,4,4,2,0,0,3,3,0,2,2086876,4,100340,169,1633,452,333,7477,50,12150,25,139453,10,
3025,22/1/2015,5,12,26,31,40,47,25,31,2,4,3,3,1,1,1,2,1,1,1000000,2,105158,96,1507,200,395,4241,50,6197,25,78576,10,
3026,26/1/2015,6,23,24,30,36,46,31,,3,3,1,5,1,0,3,1,1,0,0,0,0,65,2322,162,509,4044,50,5460,25,79012,10,
3027,29/1/2015,6,15,38,40,45,49,27,6,2,4,3,3,1,1,0,2,2,0,0,1,506072,73,2700,210,512,4627,50,6821,25,93772,10,
3028,2/2/2015,8,18,20,29,39,41,38,,3,3,3,3,1,2,1,1,1,5,883973,10,42443,399,732,606,263,12688,50,13386,25,191186,10,
3029,5/2/2015,8,10,25,31,45,48,2,8,2,4,3,3,2,0,1,1,2,0,0,3,76297,94,1675,248,347,4376,50,7392,25,85670,10,
3030,9/2/2015,4,15,22,31,32,36,6,31,3,3,2,4,1,1,1,3,0,0,0,5,62100,116,1841,291,401,6006,50,9267,25,113319,10,
3031,12/2/2015,12,13,26,32,42,47,39,32,2,4,2,4,0,2,1,1,2,0,0,4,102665,123,2296,333,463,7863,50,10539,25,149659,10,
3032,16/2/2015,19,22,33,36,37,46,8,,2,4,3,3,0,1,1,3,1,2,3779120,6,106861,241,1830,571,422,12199,50,17348,25,225702,10,
3033,19/2/2015,2,17,22,36,37,45,23,"22,36,37",3,3,3,3,1,1,1,2,1,1,1277739,0,0,104,1779,233,433,4942,50,6869,25,93260,10,
3034,23/2/2015,1,5,14,18,24,26,29,,5,1,2,4,2,2,2,0,0,3,539834,2,304973,199,1178,398,322,9571,50,11420,25,161539,10,
3035,27/2/2015,2,13,19,28,41,42,14,,3,3,3,3,1,2,1,0,2,2,6033861,14,122673,699,1690,1621,398,36111,50,47580,25,657272,10,
3036,2/3/2015,7,12,24,27,35,44,20,,3,3,3,3,1,1,2,1,1,0,0,4,62897,150,1154,368,257,6909,50,9702,25,113721,10,
3037,5/3/2015,5,10,11,38,44,47,20,44,3,3,3,3,2,1,0,1,2,0,0,1,340846,107,2191,382,335,7323,50,11078,25,142215,10,
3038,9/3/2015,9,11,38,39,44,47,3,"11,38,44,47",2,4,4,2,1,1,0,2,2,0,0,4,117269,214,1507,615,287,10624,50,16929,25,174678,10,
3039,12/3/2015,14,15,19,20,36,47,10,47,4,2,3,3,0,4,0,1,1,1,8042310,5,126322,211,2058,650,365,12045,50,18097,25,225594,10,
3040,16/3/2015,7,10,19,41,43,45,31,19,3,3,5,1,2,1,0,0,3,0,0,6,42657,102,1726,279,344,5203,50,7060,25,96084,10,
3041,19/3/2015,3,15,26,29,38,45,49,45,2,4,4,2,1,1,2,1,1,0,0,0,0,101,2105,221,525,6289,50,6983,25,117351,10,
3042,23/3/2015,1,5,14,23,40,49,33,,4,2,4,2,2,1,1,1,1,0,0,6,129415,169,1902,484,363,10739,50,12405,25,202794,10,
3043,26/3/2015,5,21,30,33,39,47,43,5,2,4,5,1,1,0,2,2,1,0,0,2,4043670,186,2047,406,512,9696,50,12569,25,185469,10,
3044,30/3/2015,11,12,30,38,45,47,6,"30,47",2,4,3,3,0,2,1,1,2,0,0,1,256151,95,1854,224,429,4621,50,7007,25,89459,10,
3045,2/4/2015,11,19,22,29,42,46,2,11,3,3,3,3,0,2,2,0,2,0,0,6,51284,110,1924,412,281,6035,50,10186,25,112731,10,
3046,6/4/2015,3,18,21,42,45,49,25,42,3,3,4,2,1,1,1,0,3,0,0,8,52378,152,1896,414,380,7671,50,10421,25,147875,10,
3047,9/4/2015,6,12,21,24,25,43,29,21,4,2,3,3,1,1,3,0,1,3,2452072,4,141451,271,1436,566,375,13089,50,16157,25,230814,10,
3048,13/4/2015,6,13,31,32,40,43,3,"6,43",2,4,3,3,1,1,0,3,1,0,0,6,40586,75,2233,240,381,4717,50,7463,25,89603,10,
3049,16/4/2015,3,4,18,32,35,48,6,32,3,3,2,4,2,1,0,2,1,1,2574194,2,149212,86,2386,279,402,5352,50,8390,25,107929,10,
3050,20/4/2015,9,16,17,25,27,36,7,,3,3,4,2,1,2,2,1,0,0,0,8,29095,162,988,659,133,7363,50,13162,25,109434,10,
3051,23/4/2015,1,9,15,28,42,45,40,9,3,3,4,2,2,1,1,0,2,0,0,3,94306,134,1452,297,358,6796,50,7206,25,124593,10,
3052,27/4/2015,2,14,30,31,46,47,12,,2,4,2,4,1,1,1,1,2,1,4401912,2,205526,127,2226,372,415,7214,50,11048,25,136103,10,
3053,30/4/2015,18,19,28,37,46,48,4,46,2,4,2,4,0,2,1,1,2,0,0,2,109996,58,2608,178,464,4414,50,5552,25,71746,10,
3054,4/5/2015,6,11,17,22,25,36,42,,4,2,3,3,1,2,2,1,0,1,2433920,4,73104,154,1306,347,316,8212,50,8471,25,134909,10,
3055,7/5/2015,8,10,17,24,32,43,26,17,4,2,2,4,2,1,1,1,1,1,1037428,2,109203,89,1688,234,350,5142,50,7018,25,90982,10,
3056,11/5/2015,3,6,7,20,21,23,33,,6,0,4,2,3,1,2,0,0,0,0,4,55689,188,815,378,221,7933,50,9345,25,129159,10,
3057,14/5/2015,8,17,19,45,47,48,14,,3,3,4,2,1,2,0,0,3,1,2325270,4,66694,92,1994,233,430,5023,50,7145,25,94754,10,
3058,18/5/2015,17,23,32,33,41,45,15,"17,45",2,4,5,1,0,1,1,2,2,0,0,1,219345,60,2514,182,452,3985,50,5508,25,74126,10,
3059,21/5/2015,6,20,22,35,36,41,8,41,3,3,2,4,1,1,1,2,1,1,2291593,1,263097,89,2033,237,417,4878,50,7852,25,91535,10,
3060,25/5/2015,13,17,19,24,26,43,25,,4,2,4,2,0,3,2,0,1,0,0,3,72148,76,1958,236,344,4565,50,6453,25,79589,10,
3061,28/5/2015,5,13,20,26,31,38,6,"13,26",3,3,3,3,1,2,1,2,0,1,2265623,5,52107,119,1506,416,235,6983,50,10672,25,116935,10,
3062,1/6/2015,5,9,14,29,32,36,28,5,3,3,3,3,2,1,1,2,0,0,0,5,44115,117,1297,289,287,5297,50,7572,25,96223,10,
3063,4/6/2015,3,6,8,14,18,41,31,14,5,1,2,4,3,2,0,0,1,0,0,10,26182,179,1006,515,191,8715,50,10468,25,133142,10,
3064,8/6/2015,20,31,35,38,42,49,46,,1,5,3,3,0,1,0,3,2,0,0,6,68864,142,2001,322,482,7109,50,8925,25,132985,10,
3065,11/6/2015,7,11,13,16,38,46,41,38,4,2,3,3,1,3,0,1,1,2,3505578,4,145115,228,1751,534,408,12539,50,15185,25,237223,10,
3066,15/6/2015,9,21,26,27,29,48,20,,2,4,4,2,1,0,4,0,1,0,0,0,0,70,2136,205,398,4646,50,6147,25,87875,10,
3067,18/6/2015,5,20,28,35,39,46,15,,2,4,3,3,1,1,1,2,1,2,1174123,6,82395,112,1701,324,321,4890,50,9968,25,93687,10,
3068,22/6/2015,3,18,22,33,47,49,9,,3,3,4,2,1,1,1,1,2,0,0,3,70972,66,2218,207,386,3860,50,6493,25,73614,10,
3069,25/6/2015,14,29,36,38,39,41,20,,1,5,3,3,0,1,1,3,1,1,2263956,1,263709,91,1993,236,420,4751,50,6530,25,87573,10,
3070,29/6/2015,2,14,15,26,29,31,8,"14,29",3,3,3,3,1,2,2,1,0,0,0,3,70802,101,1446,273,292,4661,50,8351,25,83093,10,
3071,2/7/2015,7,12,13,21,30,32,5,,4,2,3,3,1,2,2,1,0,0,0,6,44563,161,1142,553,182,8147,50,13755,25,129542,10,
3072,6/7/2015,1,6,9,18,21,35,26,21,5,1,4,2,3,1,1,1,0,2,2138108,6,70080,288,1004,630,251,13264,50,14497,25,213821,10,
3073,9/7/2015,5,24,33,38,42,44,49,,2,4,2,4,1,0,1,2,2,1,1040297,1,219010,104,1448,171,481,5065,50,4883,25,86773,10,
3074,13/7/2015,31,33,34,35,37,42,6,"33,42",0,6,4,2,0,0,0,5,1,1,1045633,1,220134,77,1966,149,555,3948,50,5020,25,67143,10,
3075,16/7/2015,2,10,30,32,42,48,19,42,2,4,0,6,2,0,1,1,2,0,0,3,70336,65,2232,347,229,3186,50,5262,25,66436,10,
3076,20/7/2015,3,17,25,28,34,46,27,,2,4,3,3,1,1,2,1,1,0,0,1,271186,95,1963,298,342,5232,50,8311,25,97187,10,
3077,23/7/2015,4,13,18,24,34,37,48,34,4,2,2,4,1,2,1,2,0,1,4098115,3,126857,168,1558,305,468,7979,50,8598,25,142178,10,
3078,27/7/2015,6,9,40,42,43,46,37,,2,4,2,4,2,0,0,1,3,0,0,2,106095,73,1999,160,498,4169,50,4857,25,77396,10,
3079,30/7/2015,2,10,13,21,25,49,7,,4,2,4,2,2,1,2,0,1,0,0,3,90675,110,1701,423,242,5737,50,10889,25,101859,10,
3080,3/8/2015,18,21,23,25,26,41,40,"21,25",3,3,4,2,0,1,4,0,1,4,1062436,4,102618,136,2075,345,447,8420,50,9541,25,153737,10,
3081,6/8/2015,11,15,20,33,38,40,8,,3,3,3,3,0,3,0,3,0,0,0,7,30516,83,1770,443,181,4651,50,11694,25,82727,10,
3082,10/8/2015,6,7,8,12,37,45,1,,4,2,3,3,3,1,0,1,1,1,2314529,6,45610,154,1222,583,177,8688,50,14743,25,147388,10,
3083,13/8/2015,8,10,12,34,38,48,19,"8,12",3,3,0,6,2,1,0,2,1,0,0,1,216117,91,1633,251,323,5102,50,6992,25,93469,10,
3084,17/8/2015,2,6,20,21,27,36,31,,4,2,2,4,2,1,2,1,0,0,0,3,93759,116,1668,305,346,6636,50,7945,25,118818,10,
3085,20/8/2015,3,14,19,33,38,41,22,,3,3,4,2,1,2,0,2,1,0,0,5,78397,145,1859,409,360,8614,50,11352,25,150137,10,
3086,24/8/2015,5,7,8,23,29,33,42,33,4,2,5,1,3,0,2,1,0,1,7281576,8,80449,423,1047,848,285,20940,50,20230,25,342106,10,
3087,27/8/2015,13,16,19,23,25,48,11,23,4,2,4,2,0,3,2,0,1,0,0,1,222179,72,2122,216,386,4059,50,7868,25,78617,10,
3088,31/8/2015,5,8,9,12,18,48,24,48,5,1,2,4,3,2,0,0,1,2,1256952,4,76767,338,625,636,182,14766,50,14504,25,203399,10,
3089,3/9/2015,1,9,10,23,24,32,5,9,5,1,3,3,3,0,2,1,0,0,0,3,76278,145,1085,525,164,6718,50,13944,25,111294,10,
3090,7/9/2015,1,3,12,15,26,31,16,1,4,2,4,2,2,2,1,1,0,1,2501485,2,148898,201,1019,342,327,8958,50,10650,25,146499,10,
3091,10/9/2015,27,33,38,39,41,47,35,,0,6,5,1,0,0,1,3,2,1,1057094,2,111274,92,1664,199,420,4016,50,5675,25,71501,10,
3092,14/9/2015,3,13,14,19,25,31,47,,4,2,5,1,1,3,1,1,0,0,0,1,226260,122,1276,173,491,6192,50,4854,25,106713,10,
3093,17/9/2015,5,8,20,30,35,49,12,,3,3,3,3,2,1,1,1,1,0,0,2,132440,97,1878,387,257,6290,50,10754,25,112267,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
